"los.6e","Freq"
"-0.18125",1
"-0.179166666666667",1
"-0.0618055555555556",1
"-0.00138888888888889",1
"0",1
"0.00208333333333333",1
"0.00763888888888889",1
"0.00833333333333333",1
"0.0152777777777778",1
"0.0194444444444444",1
"0.0243055555555556",1
"0.0277777777777778",2
"0.0368055555555556",1
"0.0388888888888889",1
"0.0402777777777778",1
"0.0430555555555556",1
"0.0444444444444444",1
"0.0506944444444444",1
"0.0520833333333333",1
"0.0541666666666667",1
"0.0569444444444444",1
"0.0638888888888889",1
"0.0666666666666667",1
"0.0729166666666667",1
"0.0777777777777778",1
"0.0784722222222222",1
"0.0826388888888889",1
"0.0833333333333333",1
"0.0930555555555556",1
"0.0965277777777778",1
"0.0986111111111111",1
"0.1",2
"0.101388888888889",1
"0.102083333333333",1
"0.106944444444444",1
"0.119444444444444",1
"0.120833333333333",1
"0.121527777777778",1
"0.122222222222222",1
"0.122916666666667",2
"0.125",1
"0.125694444444444",1
"0.129861111111111",2
"0.13125",1
"0.131944444444444",1
"0.133333333333333",1
"0.134027777777778",3
"0.135416666666667",1
"0.136805555555556",1
"0.138888888888889",2
"0.14375",1
"0.146527777777778",1
"0.147916666666667",1
"0.15625",1
"0.156944444444444",1
"0.159027777777778",2
"0.166666666666667",1
"0.168055555555556",1
"0.170138888888889",4
"0.170833333333333",2
"0.171527777777778",1
"0.173611111111111",1
"0.174305555555556",1
"0.176388888888889",1
"0.177083333333333",1
"0.177777777777778",1
"0.179166666666667",1
"0.179861111111111",1
"0.18125",1
"0.182638888888889",1
"0.183333333333333",2
"0.185416666666667",1
"0.186111111111111",1
"0.186805555555556",1
"0.188194444444444",1
"0.188888888888889",1
"0.192361111111111",1
"0.195138888888889",1
"0.195833333333333",2
"0.197222222222222",1
"0.197916666666667",2
"0.199305555555556",1
"0.2",2
"0.200694444444444",1
"0.201388888888889",1
"0.204166666666667",1
"0.205555555555556",1
"0.207638888888889",1
"0.208333333333333",2
"0.209722222222222",2
"0.210416666666667",2
"0.211111111111111",1
"0.211805555555556",1
"0.213194444444444",2
"0.213888888888889",2
"0.215972222222222",2
"0.216666666666667",4
"0.217361111111111",1
"0.21875",2
"0.220138888888889",1
"0.220833333333333",1
"0.221527777777778",1
"0.222222222222222",1
"0.223611111111111",1
"0.224305555555556",2
"0.225",1
"0.225694444444444",1
"0.226388888888889",2
"0.227083333333333",1
"0.228472222222222",1
"0.229861111111111",3
"0.230555555555556",1
"0.23125",3
"0.232638888888889",1
"0.233333333333333",2
"0.234722222222222",2
"0.235416666666667",1
"0.236805555555556",1
"0.242361111111111",1
"0.245138888888889",1
"0.25",1
"0.250694444444444",1
"0.251388888888889",2
"0.252083333333333",2
"0.254166666666667",2
"0.25625",1
"0.256944444444444",1
"0.257638888888889",1
"0.258333333333333",1
"0.260416666666667",1
"0.263194444444444",1
"0.264583333333333",1
"0.265972222222222",1
"0.266666666666667",1
"0.26875",1
"0.279166666666667",1
"0.281944444444444",1
"0.284027777777778",1
"0.288194444444444",1
"0.288888888888889",2
"0.290277777777778",1
"0.293055555555556",1
"0.29375",1
"0.294444444444444",2
"0.300694444444444",1
"0.304861111111111",1
"0.307638888888889",1
"0.315972222222222",2
"0.318055555555556",1
"0.321527777777778",1
"0.322222222222222",1
"0.325694444444444",1
"0.326388888888889",1
"0.330555555555556",2
"0.33125",1
"0.333333333333333",1
"0.334027777777778",2
"0.334722222222222",1
"0.336111111111111",1
"0.338888888888889",1
"0.346527777777778",1
"0.347916666666667",1
"0.35",2
"0.350694444444444",3
"0.354861111111111",1
"0.355555555555556",1
"0.359722222222222",1
"0.376388888888889",1
"0.377083333333333",1
"0.379166666666667",1
"0.388888888888889",1
"0.402777777777778",1
"0.405555555555556",1
"0.411111111111111",1
"0.4125",1
"0.414583333333333",1
"0.416666666666667",1
"0.41875",1
"0.425",1
"0.427083333333333",1
