"los.4e","Freq"
"-0.345138888888889",1
"-0.3375",1
"-0.00486111111111111",1
"0.0111111111111111",1
"0.0145833333333333",1
"0.0159722222222222",1
"0.0194444444444444",1
"0.0229166666666667",1
"0.0236111111111111",1
"0.0263888888888889",1
"0.0326388888888889",1
"0.0347222222222222",1
"0.0361111111111111",1
"0.0381944444444444",1
"0.0395833333333333",1
"0.04375",1
"0.0444444444444444",1
"0.0465277777777778",1
"0.0486111111111111",2
"0.0493055555555556",1
"0.05",1
"0.0506944444444444",2
"0.0652777777777778",1
"0.0805555555555555",1
"0.0854166666666667",1
"0.0861111111111111",1
"0.0986111111111111",1
"0.0993055555555555",1
"0.1",1
"0.101388888888889",1
"0.10625",1
"0.111805555555556",1
"0.1125",1
"0.122916666666667",1
"0.125",1
"0.126388888888889",1
"0.128472222222222",1
"0.13125",1
"0.134027777777778",1
"0.135416666666667",1
"0.136805555555556",1
"0.138194444444444",1
"0.138888888888889",2
"0.139583333333333",1
"0.142361111111111",1
"0.145833333333333",1
"0.146527777777778",1
"0.147916666666667",1
"0.149305555555556",1
"0.15",1
"0.152777777777778",1
"0.15625",1
"0.1625",1
"0.165972222222222",1
"0.170138888888889",1
"0.170833333333333",1
"0.172222222222222",1
"0.172916666666667",1
"0.176388888888889",1
"0.180555555555556",1
"0.186111111111111",1
"0.188194444444444",2
"0.190277777777778",1
"0.190972222222222",1
"0.192361111111111",1
"0.19375",1
"0.197916666666667",1
"0.198611111111111",2
"0.199305555555556",1
"0.209027777777778",1
"0.215972222222222",1
"0.220138888888889",1
"0.221527777777778",1
"0.222222222222222",1
"0.225",1
"0.227083333333333",1
"0.227777777777778",1
"0.229166666666667",1
"0.23125",1
"0.231944444444444",1
"0.233333333333333",1
"0.245138888888889",3
"0.250694444444444",1
"0.256944444444444",1
"0.259027777777778",1
"0.264583333333333",1
"0.265277777777778",1
"0.265972222222222",1
"0.268055555555556",1
"0.270833333333333",1
"0.272916666666667",1
"0.277083333333333",1
"0.281944444444444",2
"0.285416666666667",1
"0.2875",2
"0.290277777777778",1
"0.300694444444444",1
"0.302777777777778",1
"0.303472222222222",1
"0.305555555555556",1
"0.307638888888889",1
"0.3125",1
"0.313194444444444",1
"0.320138888888889",1
"0.323611111111111",1
"0.326388888888889",1
"0.334722222222222",2
"0.3375",1
"0.338194444444444",1
"0.338888888888889",1
"0.34375",1
"0.347222222222222",1
"0.35",2
"0.351388888888889",1
"0.353472222222222",1
"0.356944444444444",1
"0.361111111111111",1
"0.361805555555556",1
"0.363888888888889",1
"0.365972222222222",1
"0.370138888888889",2
"0.370833333333333",1
"0.375",1
"0.379166666666667",1
"0.38125",1
"0.386111111111111",1
"0.389583333333333",1
"0.390277777777778",2
"0.399305555555556",1
"0.404166666666667",2
"0.409722222222222",1
"0.411111111111111",1
"0.423611111111111",1
"0.425694444444444",1
"0.428472222222222",1
"0.429861111111111",1
"0.43125",1
"0.431944444444444",1
"0.435416666666667",1
"0.4375",1
"0.438888888888889",2
"0.444444444444444",1
"0.452777777777778",1
"0.455555555555556",1
"0.463888888888889",1
"0.469444444444444",1
"0.475694444444444",1
"0.477083333333333",1
"0.483333333333333",1
"0.489583333333333",2
"0.490972222222222",1
"0.493055555555556",1
"0.49375",1
"0.494444444444444",2
"0.5125",1
"0.515972222222222",1
"0.519444444444444",1
"0.524305555555556",1
"0.525694444444444",1
"0.527083333333333",1
"0.528472222222222",1
"0.530555555555555",1
"0.53125",1
"0.532638888888889",1
"0.533333333333333",1
"0.536111111111111",1
"0.538888888888889",1
"0.540972222222222",2
"0.542361111111111",1
"0.543055555555556",1
"0.545138888888889",1
"0.546527777777778",1
"0.547222222222222",1
"0.547916666666667",1
"0.548611111111111",1
"0.550694444444444",1
"0.552777777777778",2
"0.554166666666667",1
"0.557638888888889",1
"0.559722222222222",1
"0.5625",1
"0.563888888888889",1
"0.564583333333333",2
"0.577083333333333",3
"0.577777777777778",1
"0.58125",1
"0.585416666666667",1
"0.586805555555556",2
"0.588194444444444",1
"0.590277777777778",1
"0.594444444444444",1
"0.597222222222222",1
"0.597916666666667",1
"0.599305555555556",1
"0.601388888888889",1
"0.602777777777778",1
"0.604166666666667",3
"0.608333333333333",1
"0.610416666666667",2
"0.613194444444444",1
"0.614583333333333",1
"0.617361111111111",1
"0.620138888888889",1
"0.621527777777778",1
"0.625694444444444",1
"0.629166666666667",1
"0.631944444444444",1
"0.633333333333333",2
"0.6375",2
"0.638194444444444",1
"0.641666666666667",1
"0.647222222222222",1
"0.65",1
"0.650694444444444",1
"0.651388888888889",1
"0.653472222222222",1
"0.655555555555555",1
"0.659027777777778",1
"0.6625",2
"0.665277777777778",1
"0.66875",1
"0.670138888888889",1
"0.671527777777778",1
"0.672222222222222",2
"0.675694444444444",1
"0.676388888888889",1
"0.679166666666667",1
"0.683333333333333",1
"0.684722222222222",1
"0.685416666666667",1
"0.686805555555556",1
"0.6875",1
"0.690972222222222",1
"0.69375",1
"0.694444444444444",1
"0.695138888888889",2
"0.695833333333333",1
"0.696527777777778",2
"0.697916666666667",1
"0.702083333333333",1
"0.702777777777778",1
"0.704166666666667",2
"0.705555555555555",1
"0.706944444444444",1
"0.708333333333333",1
"0.715277777777778",1
"0.715972222222222",2
"0.716666666666667",1
"0.721527777777778",1
"0.722222222222222",1
"0.722916666666667",1
"0.724305555555556",1
"0.726388888888889",3
"0.727083333333333",1
"0.727777777777778",2
"0.729166666666667",2
"0.730555555555556",1
"0.731944444444444",1
"0.736805555555555",1
"0.7375",1
"0.738888888888889",2
"0.739583333333333",2
"0.741666666666667",1
"0.743055555555555",1
"0.74375",2
"0.744444444444444",1
"0.748611111111111",1
"0.749305555555556",1
"0.750694444444444",1
"0.751388888888889",1
"0.752777777777778",1
"0.753472222222222",1
"0.754166666666667",1
"0.755555555555556",2
"0.756944444444444",1
"0.760416666666667",1
"0.761111111111111",1
"0.761805555555556",1
"0.765277777777778",1
"0.766666666666667",1
"0.768055555555555",1
"0.770138888888889",1
"0.772222222222222",1
"0.773611111111111",1
"0.774305555555555",1
"0.775",1
"0.776388888888889",1
"0.778472222222222",1
"0.779166666666667",1
"0.78125",1
"0.782638888888889",1
"0.783333333333333",1
"0.784027777777778",1
"0.784722222222222",2
"0.786805555555556",1
"0.7875",2
"0.788194444444444",3
"0.788888888888889",1
"0.790277777777778",1
"0.791666666666667",1
"0.79375",1
"0.794444444444444",1
"0.797916666666667",1
"0.798611111111111",1
"0.803472222222222",2
"0.804861111111111",2
"0.806944444444444",1
"0.807638888888889",2
"0.808333333333333",1
"0.809027777777778",1
"0.811111111111111",1
"0.8125",2
"0.814583333333333",1
"0.816666666666667",2
"0.820138888888889",1
"0.823611111111111",1
"0.825694444444444",1
"0.826388888888889",3
"0.827083333333333",1
"0.830555555555555",2
"0.836111111111111",1
"0.836805555555555",1
"0.8375",1
"0.838194444444444",1
"0.839583333333333",1
"0.842361111111111",1
"0.84375",1
"0.844444444444444",2
"0.845833333333333",2
"0.846527777777778",1
"0.848611111111111",1
"0.85",1
"0.852083333333333",1
"0.853472222222222",1
"0.854166666666667",2
"0.854861111111111",1
"0.859722222222222",2
"0.861805555555555",1
"0.8625",1
"0.863194444444444",2
"0.863888888888889",1
"0.864583333333333",2
"0.866666666666667",1
"0.867361111111111",3
"0.868055555555555",1
"0.86875",3
"0.869444444444444",4
"0.870138888888889",1
"0.870833333333333",1
"0.871527777777778",2
"0.875694444444444",1
"0.876388888888889",2
"0.877083333333333",1
"0.877777777777778",1
"0.878472222222222",1
"0.879861111111111",2
"0.880555555555556",2
"0.88125",1
"0.884027777777778",1
"0.884722222222222",1
"0.886111111111111",2
"0.8875",1
"0.890972222222222",1
"0.891666666666667",1
"0.892361111111111",1
"0.894444444444444",1
"0.896527777777778",1
"0.897222222222222",1
"0.897916666666667",1
"0.898611111111111",1
"0.9",1
"0.903472222222222",1
"0.904166666666667",1
"0.905555555555556",1
"0.90625",1
"0.909027777777778",1
"0.910416666666667",1
"0.911111111111111",1
